DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4655702;1;8;1;50;17; ; ;5;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;112,621230720961
4655703;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;97,6433857539288
4655703;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;97,6433857539288
4655703;1;3;1;50;17;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;97,6433857539288
4655703;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;97,6433857539288
4655703;1;5;1;50;17; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;97,6433857539288
4655703;1;6;1;50;17; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;97,6433857539288
4655704;1;1;1;50;17; ; ;1;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;17;151,347233458103
4655704;1;2;1;50;17; ; ;2;6;VER TELEVISION;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;151,347233458103
4655704;1;3;1;50;17; ; ;3;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;151,347233458103
4655704;1;4;1;50;17; ; ;1;6;JUGANDO FUTBOL;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;151,347233458103
4655705;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;213,375836594041
4655705;1;2;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;213,375836594041
4655706;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;199,215699128093
4655706;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;199,215699128093
4655706;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;199,215699128093
4655707;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;175,65927168609
4655707;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;175,65927168609
4655707;1;3;1;50;17; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;175,65927168609
4655708;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;171,32574800485
4655709;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;145,768718765929
4655709;1;2;1;50;17; ; ;2;6;INCAPACITADA POR CIRUGIA;2;1; ; ; ; ; ; ; ; ; ; ;06;1;17;145,768718765929
4655709;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;145,768718765929
4655710;1;1;1;50;17; ; ;1;6;DESCANSAR POR ENFERMEDAD;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;176,974315669088
4655711;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;151,698248183082
4655711;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;151,698248183082
4655711;1;3;1;50;17; ; ;4;6;DE VIAJE;2;1; ; ; ; ; ; ; ; ; ; ;06;1;17;151,698248183082
4655711;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;151,698248183082
4655712;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;153,01329216608
4655712;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;153,01329216608
4655713;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;297,224414586965
4655713;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;297,224414586965
4655714;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;188,222670597937
4655714;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4655716;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655716;1;2;1;50;17; ; ;2;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655717;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;212,183694100945
4655718;1;1;1;50;17; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;146,353787317165
4655718;1;2;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;146,353787317165
4655718;1;3;1;50;17; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;146,353787317165
4655719;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;171,32574800485
4655720;1;1;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;133,483791298179
4655720;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;133,483791298179
4655722;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;248,514821148858
4655722;1;2;1;50;17; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;06;1;17;248,514821148858
4655723;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;109,522767795171
4655723;1;2;1;50;17;2; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;109,522767795171
4655723;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;109,522767795171
4655724;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;120,796758078243
4655724;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;120,796758078243
4655724;1;3;1;50;17; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;120,796758078243
4655724;1;4;1;50;17; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;120,796758078243
4655724;1;5;1;50;17; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;120,796758078243
4655725;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;140,424257900011
4655725;1;2;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;140,424257900011
4655726;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655726;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655728;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;231,617898555771
4655730;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;192,455705016493
4655730;1;2;1;50;17; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;192,455705016493
4655730;1;3;1;50;17;1; ;3;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;192,455705016493
4655730;1;4;1;50;17; ; ;4;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;192,455705016493
4655731;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;164,666243155934
4655731;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;164,666243155934
4655732;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;230,272759187129
4655732;1;2;1;50;17; ; ;2;4; ;2;2;2;2;1;2; ;2; ;1;2;1;06;1;17;230,272759187129
4655732;1;3;1;50;17; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;230,272759187129
4655733;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;212,183694100945
4655735;1;1;1;50;17; ; ;1;6;HACER DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;199,215699128093
4655735;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;199,215699128093
4655735;1;3;1;50;17;1; ;3;6;HACER DILIGENCIAS PERSONALES;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;199,215699128093
4655736;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;199,215699128093
4655736;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;199,215699128093
4655736;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;199,215699128093
4655737;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;150,661675644182
4655737;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;150,661675644182
4655737;1;3;1;50;17;3; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;150,661675644182
4655737;1;4;1;50;17;3; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;150,661675644182
4655738;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;181,282203996106
4655738;1;2;1;50;17; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;181,282203996106
4655739;1;1;1;50;17; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;176,974315669088
4655740;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;175,254675625086
4655740;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;175,254675625086
4655740;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;175,254675625086
4655740;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;175,254675625086
4655741;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;176,974315669088
4655742;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4655742;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4655744;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;155,905647247416
4655744;1;2;1;50;17;4; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;155,905647247416
4655744;1;3;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;155,905647247416
4655744;1;4;1;50;17; ; ;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;155,905647247416
4655744;1;5;1;50;17; ; ;5;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;155,905647247416
4655745;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;176,974315669088
4655746;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4655746;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4655748;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;212,183694100945
4655750;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;164,666243155934
4655750;1;2;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;164,666243155934
4655751;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;198,460088342109
4655751;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;198,460088342109
4655751;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;198,460088342109
4655751;1;4;1;50;17; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;198,460088342109
4655752;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;248,514821148858
4655752;1;2;1;50;17;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;248,514821148858
4655753;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;164,666243155934
4655753;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;164,666243155934
4655754;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;181,563165749022
4655754;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;181,563165749022
4655754;1;3;1;50;17; ; ;3;6;VACACIONES;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;181,563165749022
4655755;1;1;1;50;17; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;200,631232373776
4655758;1;1;1;50;17; ; ;1;6;HACER DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655758;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655763;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;171,32574800485
4655764;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;210,854069750606
4655764;1;2;1;50;17; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;06;1;17;210,854069750606
4655764;1;3;1;50;17; ; ;3;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;210,854069750606
4655764;1;4;1;50;17; ; ;4;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;210,854069750606
4655764;1;5;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;210,854069750606
4655765;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;264,822215159288
4655765;1;2;1;50;17; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;264,822215159288
4655765;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;264,822215159288
4655765;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;264,822215159288
4655766;1;1;1;50;17; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655766;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655767;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;246,344409935379
4655767;1;2;1;50;17; ; ;2;6;CUIDAR NIÑOS COMO MADRE SUSTITUTA;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;246,344409935379
4655767;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;246,344409935379
4655767;1;4;1;50;17; ; ;2;6;HACER DEPORTE;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;246,344409935379
4655767;1;5;1;50;17; ; ;5;3; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;246,344409935379
4655767;1;6;1;50;17; ; ;2;6;JUGANDO;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;246,344409935379
4655768;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;213,375836594041
4655768;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;213,375836594041
4655769;1;1;1;50;17; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655769;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;182,318776535006
4655770;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;223,613254338213
4655770;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;223,613254338213
4655770;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;223,613254338213
4655770;1;4;1;50;17; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;223,613254338213
4655771;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;242,276724901962
4655771;1;2;1;50;17; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;242,276724901962
4655771;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;242,276724901962
4655772;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;153,01329216608
4655772;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;153,01329216608
4655773;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;164,666243155934
4655773;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;164,666243155934
4655774;1;1;1;50;17; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;188,222670597937
4655774;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,222670597937
4655775;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;266,322924482126
4655775;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;266,322924482126
4655775;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;266,322924482126
4655776;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;188,627266658942
4655777;1;1;1;50;17; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;216,112621721181
4655777;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;216,112621721181
4655777;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;216,112621721181
4655777;1;4;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;216,112621721181
4655778;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;134,39672952899
4655778;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;134,39672952899
4655778;1;3;1;50;17;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;134,39672952899
4655778;1;4;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;134,39672952899
4655779;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;200,631232373776
4655780;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;229,080616694033
4655780;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;229,080616694033
4655781;1;1;1;50;17;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;175,65927168609
4655781;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;175,65927168609
4655781;1;3;1;50;17;3; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;175,65927168609
4655782;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;176,670208870768
4655782;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;176,670208870768
4655783;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;236,932264036044
4655783;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;236,932264036044
4655784;1;1;1;50;17;6; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;217,528154966863
4655784;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;217,528154966863
4655785;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;236,932264036044
4655785;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;236,932264036044
4655786;1;1;1;50;17; ; ;1;6;DILIGENCIAS PERSONALES;2;1; ; ; ; ; ; ; ; ; ; ;06;1;17;186,807137352255
4655786;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;186,807137352255
4655786;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;186,807137352255
4655786;1;4;1;50;17; ; ;4;6;DILIGENCIAS PERSONALES;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;186,807137352255
4655787;1;1;1;50;17; ; ;2;6;VIAJANDO;2;2;2;2;1;2; ;1;2; ; ; ;06;1;17;146,353787317165
4655787;1;2;1;50;17;3; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;146,353787317165
4655787;1;3;1;50;17; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;146,353787317165
4655788;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;174,218103086185
4655788;1;2;1;50;17; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;174,218103086185
4655788;1;3;1;50;17; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;174,218103086185
4655788;1;4;1;50;17; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;174,218103086185
4655789;1;1;1;50;17;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;248,514821148858
4655789;1;2;1;50;17; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;06;1;17;248,514821148858
4655791;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;170,010704021852
4655791;1;2;1;50;17;4; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;170,010704021852
4655791;1;3;1;50;17; ; ;3;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;170,010704021852
4655792;1;1;1;50;17;2; ;1;6;VER TV;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;191,747734975355
4655792;1;2;1;50;17; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;191,747734975355
4655792;1;3;1;50;17; ; ;3;4; ;2;2;2;2;1;12; ; ; ; ; ; ;06;1;17;191,747734975355
4655792;1;4;1;50;17; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;191,747734975355
4655792;1;5;1;50;17; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;191,747734975355
4655792;1;6;1;50;17; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;191,747734975355
4655792;1;7;1;50;17; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;191,747734975355
4655794;1;1;1;50;17; ; ;2;6;DE VIAJE;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;146,353787317165
4655794;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;146,353787317165
4655794;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;146,353787317165
4655795;1;1;1;50;17; ; ;1;6;DILIGENCIAS PERSONALES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;176,974315669088
4655796;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;157,602142246014
4655796;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;157,602142246014
4655796;1;3;1;50;17; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;157,602142246014
4655796;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;157,602142246014
4655797;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;230,272759187129
4655797;1;2;1;50;17; ; ;1;6;VACACIONES;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;230,272759187129
4655797;1;4;1;50;17; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;230,272759187129
4655798;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;229,991797434213
4655798;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;229,991797434213
4655799;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;171,32574800485
4655800;1;1;1;50;17; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;200,631232373776
4655801;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;171,32574800485
4655802;1;1;1;50;17; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;286,553038214331
4655802;1;2;1;50;17;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;286,553038214331
4655803;1;1;1;50;17; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;06;1;17;212,183694100945
4655804;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;248,514821148858
4655804;1;2;1;50;17;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;06;1;17;248,514821148858
4655805;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;176,670208870768
4655805;1;2;1;50;17; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;06;1;17;176,670208870768
4655806;1;1;1;50;17; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;158,357753031998
4655806;1;2;1;50;17; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;06;1;17;158,357753031998
