DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4644995;1;10;1;70;17;2;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;4552;06;17;369,75048434826
4645002;1;2;1;70;17;52;48;1; ;2;104;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;32;28;1;2;2811;06;17;150,661675644182
4645002;1;3;1;70;17;24;48;1; ;2;24;1; ;3;2;2; ; ; ; ; ; ; ; ;1;ESTUDIAR; ;1;270000;781242;2; ;45;45;52;1;2;5219;06;17;150,661675644182
4645008;1;2;1;70;17;24;40;2; ;2;24;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;32;21;75;1;2;7512;06;17;188,222670597937
4645009;1;3;1;70;17;24;24;1; ;2;52;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;2;5521;06;17;157,321180493098
4645010;1;4;1;70;17;4;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;37;81;36;1;1;3611;06;17;174,903660900106
4645015;1;6;1;70;17;36;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;38; ; ;1;2; ;06;17;198,866916576787
4645016;1;1;1;70;17;8;48;1; ;2;8;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;79;18;1;1;1810;06;17;273,667987144962
4645044;1;3;1;70;17;12;50;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;98;60;1;1;6031;06;17;220,701471801114
4645053;1;3;1;70;17;8;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;15;1;1;1581;06;17;217,613331044019
4645065;1;3;1;70;17;6;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;02;02;15;1;1;1581;06;17;168,24415605119
4645066;1;2;1;70;17;10;48;1; ;2;14;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;350000;781242;2; ;38;39;64;1;1;6425;06;17;102,863262946256
4645138;1;2;1;70;23;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;55;75;1;1;7512;06;23;119,376273149714
4645141;1;4;1;70;23;20;50;1; ;2;22;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;2;5234;06;23;103,495806310911
4645227;1;3;1;70;50;16;40;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;53;62;01;1;2;0112;06;50;257,416227658863
4645228;1;3;1;70;50;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;32;39;74;1;2;7492;06;50;266,77015186219
4645233;1;2;1;70;50;2;48;2; ;2;3;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1300000;2500000;1;1;13;13;80;1;1;8050;06;50;193,027164512619
4645245;1;4;1;70;52;24;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;85;72;1;2;7250;06;52;194,778937546544
4645255;1;2;1;70;52;16;40;1; ;2;16;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;13;13;80;1;2;8060;06;52;201,172134450471
4645271;1;1;1;70;54;8;30;3; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;1;9500;06;54;358,676857176996
4645276;1;1;1;70;54;24;48;1; ;2;12;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;95;99;40;1;2;4020;06;54;481,947612592697
4645364;1;5;1;70;66;24;48;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;21;50;55;1;2;5511;06;66;386,68585813837
4645364;1;7;1;70;66;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1; ;06;66;386,68585813837
4645370;1;3;1;70;66;12;24;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;41; ; ;1;1; ;06;66;333,471443370597
4645383;1;2;1;70;66;104;40;2; ;2;104;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;13;13;80;1;2;8043;06;66;452,372846515971
4645384;1;2;1;70;66;24;48;1; ;2;24;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;2;4521;06;66;328,359720564382
4645400;1;3;1;70;66;8;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;33;55;1;1;5522;06;66;378,541949493999
4645425;1;3;1;70;66;1;48;1; ;2;25;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;45;52;1;1;5237;06;66;248,153562526262
4645430;1;5;1;70;66;8;48;1; ;2;8;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;81;36;1;1;3611;06;66;438,456664023949
4645433;1;4;1;70;68;8;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;53;38;65;1;1;6512;06;68;446,364289255887
4645443;1;3;1;70;68;24;48;1; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;45;54;95;1;2;9500;06;68;521,525782752075
4645445;1;4;1;70;68;24;48;1; ;2;24;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;84;84;50;1;2;5020;06;68;491,965380737409
4645450;1;2;1;70;68;11;48;1; ;2;11;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;84;84;50;1;1;5020;06;68;482,240259352876
4645450;1;3;1;70;68;6;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;97;52;1;1;5211;06;68;482,240259352876
4645451;1;3;1;70;68;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;97;97;51;1;1;5125;06;68;535,448119386251
4645469;1;2;1;70;73;6;48;1; ;2;6;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;03;29;1;1;2929;06;73;307,804418673456
4645471;1;2;1;70;73;12;36;4; ;2;48;4; ;1;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;1200000;3; ;00;09;74;1;1;7414;06;73;142,622151563334
4645474;1;2;1;70;73;4;70;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;781242;2; ;58;13;80;1;1;8042;06;73;212,649212579724
4645475;1;3;1;70;73;12;48;1; ;2;12;4; ;9;2;4; ; ;1; ; ; ; ; ; ; ; ;2; ;3500000;1;2;12;12;75;1;1;7523;06;73;212,649212579724
4645484;1;1;1;70;73;32;48;3; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;55;74;1;2;7492;06;73;212,38157466447
4645509;1;2;1;70;76;5;48;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;02;11;75;1;1;7530;06;76;1032,49537730567
4645522;1;2;1;70;76;4;72;1; ;2;4;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;781242;781242;2; ;98;98;60;1;1;6021;06;76;1223,65724188336
4645817;1;3;1;70;05;24;48;1; ;2;28;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5234;06;05;1081,06242096619
4645824;1;2;1;70;05;12;48;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;79;19;1;1;1929;06;05;1585,70271729129
4645833;1;2;1;70;05;16;48;1; ;2;32;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;58;58;75;1;2;7524;06;05;1159,94326560696
4645842;1;3;1;70;05;8;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;59; ; ;1;1; ;06;05;834,617818363733
4645847;1;2;1;70;05;22;48;1; ;2;156;4; ;1;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONADO; ;2; ;3000000;3; ;08;08;72;1;2;7220;06;05;1271,37481260342
4645847;1;3;1;70;05;2;48;1; ;2;98;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;58;55;1;1;5511;06;05;1271,37481260342
4645854;1;1;1;70;05;24;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;53;45;52;1;2;5233;06;05;1034,80448761322
4645858;1;1;1;70;05;2;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1100000;1000000;2; ;93;93;45;1;1;4552;06;05;1152,22699947429
4645883;1;1;1;70;05;12;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5233;06;05;1075,92420673572
4645889;1;3;1;70;05;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;45;45;52;1;1;5233;06;05;1084,89537435122
4645900;1;1;1;70;08;40;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;400000; ; ;54; ; ;1;2; ;06;08;521,230809182552
4645913;1;3;1;70;13;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;53;15;1;1;1589;06;13;286,12841979891
4645913;1;11;1;70;13;8;48;1; ;2;8;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;58;58;52;1;1;5233;06;13;286,12841979891
4645920;1;1;1;70;13;52;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;44;44;70;1;2;7020;06;13;403,806170398751
4646008;1;1;1;70;17;12;48;1; ;2;4;1; ;6;2;5; ; ; ; ; ; ; ; ; ; ;1;1;300000;781242;2; ;59;59;24;1;1;2423;06;17;140,424257900011
4646011;1;1;1;70;17;104;48;1; ;2;104;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;45;52;1;2;5233;06;17;176,974315669088
4646030;1;2;1;70;17;156;48;1; ;2;156;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;2;19;19;74;1;2;7492;06;17;201,722885604187
4646059;1;4;1;70;17;1;48;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;17;92;1;1;9214;06;17;163,351199172936
4646068;1;2;1;70;17;4;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;38;38;64;1;1;6421;06;17;253,859282014776
4646183;1;1;1;70;23;6;48;1; ;2;6;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;02;02;40;1;1;4010;06;23;147,127806589232
4646184;1;3;1;70;23;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;19; ; ;1;1; ;06;23;207,966335709112
4646185;1;3;1;70;23;4;48;1; ;2;4;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;75;1;1;7522;06;23;158,629914087452
4646186;1;2;1;70;23;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;53;80;1;2;8012;06;23;141,885699855089
4646189;1;4;1;70;23;16;40;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;54; ; ;1;2; ;06;23;175,87877083007
4646191;1;3;1;70;23;8;48;1; ;2;40;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;32;85;1;1;8532;06;23;108,793154244812
4646193;1;2;1;70;23;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;38;74;1;2;7499;06;23;195,590559018407
4646206;1;1;1;70;23;8;48;1; ;2;8;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;95;45;1;1;4521;06;23;128,058717685739
4646344;1;4;1;70;50;30;48;1; ;2;40;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;53;53;55;1;2;5521;06;50;184,616299094747
4646353;1;1;1;70;50;52;40;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;56;93;1;2;9301;06;50;215,275849647139
4646353;1;2;1;70;50;13;48;4; ;2;13;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;95;95;45;1;1;4552;06;50;215,275849647139
4646358;1;1;1;70;50;13;48;1; ;2;14;1; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;98;98;60;1;1;6031;06;50;277,335572072357
4646368;1;1;1;70;50;12;50;8; ;2;12;8; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;62;62;01;1;1;0121;06;50;176,148744947358
4646374;1;1;1;70;50;8;48;1; ;2;8;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;2600000;2; ;02;02;11;1;1;1110;06;50;304,861210032747
4646377;1;1;1;70;50;156;48;1; ;2;156;8; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;62;01;1;2;0121;06;50;190,541734935041
4646378;1;1;1;70;50;28;48;8; ;2;30;8; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;62;62;01;1;2;0113;06;50;177,756938646521
4646379;1;3;1;70;50;4;48;1; ;2;3;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;58;75;1;1;7522;06;50;142,11159822293
4646379;1;4;1;70;50;2;48;1; ;2;2;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;58;75;1;1;7522;06;50;142,11159822293
4646405;1;1;1;70;50;3;30;1; ;2;4;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;900000;2; ;39;39;64;1;1;6412;06;50;241,638147596689
4646412;1;2;1;70;50;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;19;39;85;1;1;8511;06;50;251,994203037147
4646414;1;3;1;70;50;16;48;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;74;1;2;7499;06;50;128,73483263598
4646416;1;3;1;70;50;52;48;1; ;2;900;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;800000;1;2;19;19;74;1;2;7492;06;50;178,701189293056
4646421;1;2;1;70;50;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1800000; ; ;03; ; ;1;1; ;06;50;240,5912457067
4646428;1;3;1;70;50;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;52;1;2;5239;06;50;193,971415159154
4646434;1;3;1;70;50;5;50;1; ;2;6;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;95;95;45;1;1;4521;06;50;226,198255719017
4646456;1;3;1;70;52;4;40;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;81;81;36;1;1;3611;06;52;277,243064711353
4646461;1;3;1;70;52;52;48;1; ;2;120;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;2;4521;06;52;273,069599368222
4646461;1;4;1;70;52;4;48;1; ;2;4;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;800000;2; ;32;32;74;1;1;7411;06;52;273,069599368222
4646471;1;2;1;70;52;52;25;1; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;53;53;55;1;2;5521;06;52;241,401764093412
4646477;1;2;1;70;52;6;48;1; ;2;24;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;85;1;1;8512;06;52;293,207976838622
4646493;1;3;1;70;52;24;48;1; ;2;104;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;760000;2; ;19;19;45;1;2;4530;06;52;176,274476622061
4646493;1;4;1;70;52;8;48;1; ;2;8;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;05;05;45;1;1;4530;06;52;176,274476622061
4646495;1;2;1;70;52;52;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;3500000; ; ;09; ; ;1;2; ;06;52;156,608240154795
4646500;1;3;1;70;52;32;48;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;33;52;1;2;5223;06;52;173,884709511649
4646502;1;2;1;70;52;104;48;1; ;2;104;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;06;39;64;1;2;6412;06;52;232,957206758153
4646506;1;2;1;70;52;52;48;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;13;13;80;1;2;8011;06;52;190,79957686407
4646507;1;1;1;70;52;52;48;1; ;2;52;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;53;55;1;2;5521;06;52;286,366708042602
4646508;1;1;1;70;52;8;48;5; ;2;20;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;38;38;52;1;1;5239;06;52;246,254315432533
4646510;1;2;1;70;54;2;56;1; ;2;2;5; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;1;98;900000;2; ;95;95;45;1;1;4552;06;54;508,842056892058
4646512;1;1;1;70;54;12;48;4; ;2;12;4; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;781242;1;1;92;92;22;1;1;2220;06;54;314,926730063097
4646518;1;1;1;70;54;104;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;85;1;2;8512;06;54;313,191629841536
4646529;1;3;1;70;54;6;50;4; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;4521;06;54;389,483315417097
4646538;1;1;1;70;54;4;36;4; ;2;8;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;98;53;55;1;1;5521;06;54;445,632070061357
4646546;1;1;1;70;54;6;48;1; ;2;6;1; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;781242;2; ;53;53;55;1;1;5530;06;54;398,008032120157
4646547;1;2;1;70;54;8;48;1; ;2;8;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;13;13;80;1;1;8011;06;54;409,316527530018
4646553;1;4;1;70;54;2;48;4; ;2;4;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;99;781242;2; ;55;53;55;1;1;5529;06;54;399,257441091043
4646553;1;5;1;70;54;2;48;1; ;2;8;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5233;06;54;399,257441091043
4646561;1;2;1;70;54;16;48;4; ;2;4;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;280000;781242;2; ;79;45;55;1;2;5529;06;54;536,568608692552
4646562;1;7;1;70;54;40;30;1; ;2;200;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;39;85;1;2;8512;06;54;433,977158401039
4646565;1;1;1;70;54;16;48;3; ;2;16;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;45;52;1;2;5262;06;54;535,319199721666
4646569;1;1;1;70;54;12;48;4; ;2;14;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;93;93;50;1;1;5020;06;54;457,261290705168
4646654;1;1;1;70;66;24;48;1; ;2;24;4; ;1;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;781242;2; ;45;45;52;1;2;5221;06;66;255,650292996138
4646668;1;5;1;70;66;8;48;1; ;2;100;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;58;74;1;1;7492;06;66;403,405956230896
4646675;1;2;1;70;66;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;21;21;64;1;1;6412;06;66;310,732250684066
4646681;1;4;1;70;66;12;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;51;51;55;1;1;5521;06;66;293,307767887263
4646706;1;4;1;70;68;48;48;1; ;2;48;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;37;17;15;1;2;1593;06;68;522,030882061841
4646707;1;4;1;70;68;52;48;1; ;2;24;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;02;45;52;1;2;5223;06;68;628,983108602385
4646707;1;6;1;70;68;24;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;45;45;52;1;2;5233;06;68;628,983108602385
4646707;1;7;1;70;68;12;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;87;79;18;1;1;1810;06;68;628,983108602385
4646714;1;1;1;70;68;1;48;1; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;54;85;1;1;8519;06;68;529,691115511174
4646719;1;3;1;70;68;20;48;3; ;2;20;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;54;95;1;2;9500;06;68;437,621066040575
4646719;1;8;1;70;68;8;48;1; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;87;41;52;1;1;5211;06;68;437,621066040575
4646724;1;5;1;70;68;6;48;1; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;90;90;25;1;1;2529;06;68;410,378144177285
4646724;1;6;1;70;68;4;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;39;55;18;1;1;1810;06;68;410,378144177285
4646728;1;4;1;70;68;28;48;1; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;33;74;1;2;7412;06;68;544,903607104922
4646728;1;5;1;70;68;28;48;1; ;2;28;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;30;45;1;2;4542;06;68;544,903607104922
4646738;1;1;1;70;68;2;48;1; ;2;2;1; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1200000;781200;1;1;39;39;36;1;1;3614;06;68;539,416220892363
4646738;1;2;1;70;68;24;48;1; ;2;104;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;13;13;80;1;2;8011;06;68;539,416220892363
4646739;1;2;1;70;68;2;48;1; ;2;2;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;230000;781200;2; ;39;58;75;1;1;7522;06;68;491,081502286781
4646743;1;1;1;70;68;204;48;1; ;2;204;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;81;81;36;1;2;3611;06;68;542,446768629325
4646799;1;1;1;70;73;24;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;58;74;1;2;7492;06;73;201,804795365781
4646805;1;1;1;70;73;4;48;4; ;2;4;5; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1500000;2; ;95;95;45;1;1;4552;06;73;290,185809297761
4646805;1;3;1;70;73;4;48;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;900000;2; ;95;95;45;1;1;4521;06;73;290,185809297761
4646805;1;5;1;70;73;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;45;52;1;1;5241;06;73;290,185809297761
4646811;1;1;1;70;73;4;48;1; ;2;4;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;800000;1500000;2; ;95;95;45;1;1;4552;06;73;419,096037211339
4646814;1;3;1;70;73;24;48;1; ;2;24;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;45;79;36;1;2;3614;06;73;225,31126643649
4646828;1;2;1;70;73;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1; ;06;73;301,561992766162
4646830;1;1;1;70;73;1;48;1; ;2;6;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;3500000;3500000;2; ;05;21;80;1;1;8060;06;73;148,407269724668
4646830;1;4;1;70;73;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;84; ; ;1;1; ;06;73;148,407269724668
4646838;1;1;1;70;76;13;48;1; ;2;14;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;150000;800000;2; ;59;32;91;1;1;9199;06;76;1207,85886010138
4646840;1;3;1;70;76;2;48;1; ;2;3;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;1;98;1200000;2; ;11;33;74;1;1;7412;06;76;886,638887435662
4646843;1;2;1;70;76;52;48;1; ;2;2;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;32;39;85;1;2;8512;06;76;853,6545960998
4646844;1;3;1;70;76;8;48;1; ;2;9;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;38;38;74;1;1;7413;06;76;1111,76568692222
4646849;1;2;1;70;76;3;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;781242;2; ;39;87;28;1;1;2811;06;76;1090,36817737035
4646853;1;2;1;70;76;16;48;1; ;2;13;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;05;05;85;1;2;8514;06;76;875,81982604143
4646854;1;2;1;70;76;8;55;4; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;93;93;45;1;1;4552;06;76;1186,44764978271
