DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4654759;1;2;1;70;1;8;48;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;93;93;45;1;1;06;4552;05;1159,94326560696;05
4654760;1;1;1;70;1;6;48;1; ;2;6;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;95;95;45;1;1;06;4521;05;1125,16234283958;05
4654761;1;2;1;70;1;4;48;1; ;2;24;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1300000;1;2;45;39;75;1;1;06;7512;05;1240,07901173055;05
4654765;1;5;1;70;1;48;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ;19; ; ;1;2;06; ;05;992,288464155215;05
4654766;1;3;1;70;1;12;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;45;55;1;1;06;5530;05;1523,50930639869;05
4654771;1;1;1;70;1;99;48;1; ;2;99;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;19;39;65;1;2;06;6512;05;1163,77621899198;05
4654772;1;4;1;70;1;25;48;1; ;2;18;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;15;1;2;06;1511;05;1056,57581623368;05
4654780;1;1;1;70;1;20;48;1; ;2;20;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;06;06;75;1;2;06;7512;05;1163,77621899198;05
4654796;1;2;1;70;1;96;48;1; ;2;16;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;55;79;18;1;2;06;1810;05;1585,70271729129;05
4654799;1;2;1;70;1;96;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;782000; ; ;03; ; ;1;2;06; ;05;1239,58977738737;05
4654800;1;3;1;70;1;52;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;44;74;1;2;06;7430;05;1038,63744099824;05
4654811;1;1;1;70;1;25;48;1; ;2;28;1; ;8;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;2;11;11;80;1;2;06;8045;05;1006,01452971045;05
4654815;1;3;1;70;1;24;48;1; ;2;24;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;33;33;70;1;2;06;7020;05;1545,83393965606;05
4654838;1;1;1;70;1;24;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;80;94;36;1;2;06;3699;05;1093,86654196671;05
4654840;1;1;1;70;1;12;48;4; ;2;16;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;98;98;52;1;1;06;5244;05;1260,11016452056;05
4654842;1;1;1;70;1;4;48;2; ;2;4;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1200000;4000000;2; ;13;13;80;1;1;06;8050;05;1191,23906647983;05
4654854;1;1;1;70;1;6;48;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;79;79;18;1;1;06;1810;05;1163,77621899198;05
4654857;1;2;1;70;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ;05; ; ;1;2;06; ;05;883,453803618907;05
4654857;1;4;1;70;1;16;48;1; ;2;40;1; ;3;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;1;02;02;45;1;2;06;4522;05;883,453803618907;05
4654860;1;4;1;70;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;12;44;45;1;2;06;4542;05;1101,58280809938;05
4654862;1;1;1;70;1;4;60;2; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;95;1;1;06;9500;05;1075,92420673572;05
4654866;1;6;1;70;1;8;48;1; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;37;37;55;1;1;06;5521;05;1218,15256932631;05
4654867;1;1;1;70;1;53;60;1; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;54;95;1;2;06;9500;05;1134,97138652681;05
4654868;1;1;1;70;1;16;48;1; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;79;45;52;1;2;06;5261;05;950,78542874198;05
4654871;1;2;1;70;1;2;48;1; ;2;364;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;19;21;17;1;1;06;1730;05;1092,61164048388;05
4654882;1;2;1;70;1;4;48;4; ;2;4;4; ;1;2;2; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;2; ;98;98;60;1;1;06;6031;05;1753,20124132796;05
4654883;2;3;2;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;53; ; ;1;1;06; ;05;1039,1672683911;05
4654886;1;1;1;70;1;4;48;1; ;2;109;1; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;55;55;1;1;06;5511;05;1231,10784411506;05
4654887;1;2;1;70;1;4;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;97;15;1;1;06;1551;05;1159,94326560696;05
4654893;1;1;1;70;1;12;48;1; ;2;14;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;52000;781242;2; ;53;50;55;1;1;06;5530;05;1096,99789850582;05
4654896;1;2;1;70;1;104;48;1; ;2;412;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;39;21;92;1;2;06;9249;05;1123,90744135675;05
4654902;1;1;1;70;1;3;48;1; ;2;3;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;1;100000;781200;2; ;53;53;55;1;1;06;5529;05;1075,92420673572;05
4654927;1;4;1;70;1;8;48;1; ;2;8;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;784000;2; ;97;97;40;1;1;06;4020;08;571,780351228249;08
4654930;1;3;1;70;1;7;48;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;53;53;15;1;1;06;1551;08;605,208031169343;08
4654951;1;2;1;70;1;73;48;1; ;2;73;1; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;33;52;1;2;06;5211;08;642,742993037517;08
4654954;1;3;1;70;1;16;48;1; ;2;16;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;38;74;1;2;06;7499;08;505,258862705284;08
4654962;1;3;1;70;1;26;48;1; ;2;52;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;87;87;36;1;2;06;3611;08;518,39885998176;08
4654966;1;2;1;70;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;750000; ; ;45; ; ;1;2;06; ;08;532,026489568983;08
4654979;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;95;95;41;1;1;06;4100;08;737,56305218505;08
4654985;1;4;1;70;1;24;48;1; ;2;40;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;13;80;1;2;06;8011;08;602,308814984427;08
4654990;1;4;1;70;1;12;48;1; ;2;13;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;45;45;52;1;1;06;5211;08;462,764514310088;08
4654991;1;4;1;70;1;12;48;1; ;2;26;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;32;33;80;1;1;06;8050;08;559,356690957079;08
4654999;1;2;1;70;1;156;48;1; ;2;156;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;59;54;95;1;2;06;9500;08;582,408934235772;08
4654999;1;6;1;70;1;54;48;1; ;2;56;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;15;1;2;06;1551;08;582,408934235772;08
4655002;1;5;1;70;1;20;48;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;54;54;95;1;2;06;9500;08;360,471028955984;08
4655005;1;3;1;70;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;03;60;1;1;06;6021;08;556,421454160681;08
4655007;1;2;1;70;1;16;48;1; ;2;104;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;45;55;1;2;06;5529;08;642,742993037517;08
4655008;1;10;1;70;1;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;16; ; ;1;2;06; ;08;632,849252516301;08
4655011;1;8;1;70;1;24;48;1; ;2;24;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;15;1;2;06;1512;08;626,810528105034;08
4655012;1;3;1;70;1;12;48;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;19;19;45;1;1;06;4542;08;456,010326099509;08
4655018;1;2;1;70;1;8;48;1; ;2;40;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;13;13;80;1;1;06;8011;08;735,417530230603;08
4655025;1;3;1;70;1;104;48;1; ;2;104;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;53;54;95;1;2;06;9500;08;616,870357573646;08
4655026;1;6;1;70;1;24;48;3; ;2;24;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;54;95;1;2;06;9500;08;465,118399253475;08
4655033;1;2;1;70;1;52;48;4; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;49;54;95;1;2;06;9500;08;622,347141818681;08
4655036;1;4;1;70;1;4;48;1; ;2;5;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;33;32;66;1;1;06;6601;08;564,859065638763;08
4655043;1;3;1;70;1;3;48;1; ;2;48;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;790000;2; ;13;45;55;1;1;06;5529;08;470,47621699704;08
4655045;1;2;1;70;1;24;48;1; ;2;24;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;786000;2; ;39;39;24;1;2;06;2422;08;537,731982241056;08
4655063;1;4;1;70;1;8;48;1; ;2;12;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;98;95;45;1;1;06;4521;08;621,61704906259;08
4655073;1;2;1;70;1;26;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;55;55;75;1;2;06;7521;08;543,061957732436;08
4655078;1;4;1;70;1;52;48;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;45;52;1;2;06;5211;08;558,542087933995;08
4655078;1;6;1;70;1;3;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;600000;2; ;53;95;45;1;1;06;4521;08;558,542087933995;08
4655087;1;2;1;70;1;3;48;1; ;2;4;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;800000;781000;2; ;45;41;52;1;1;06;5244;08;479,265687368592;08
4655088;1;3;1;70;1;15;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;24;1;2;06;2424;08;555,496750433954;08
4655104;1;6;1;70;1;8;48;1; ;2;24;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;45;45;52;1;1;06;5235;08;486,715512100784;08
4655111;1;4;1;70;1;12;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;33;39;52;1;1;06;5233;08;479,728431498206;08
4655140;1;3;1;70;1;3;48;1; ;2;3;1; ;9;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;38;39;40;1;1;06;4020;11;2300,08919440567;11
4655142;1;3;1;70;1;16;48;1; ;2;16;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;13;13;80;1;2;06;8060;11;2271,91543862487;11
4655146;1;2;1;70;1;4;48;3; ;2;8;9;AUXILIAR DE MADRE COMUNITARIA CUIDADO DE NIÑOS EN JARDIN INFANTIL;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;85;1;1;06;8532;11;2746,4633856099;11
4655146;1;5;1;70;1;2;48;1; ;2;2;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;920000;781242;2; ;39;59;63;1;1;06;6333;11;2746,4633856099;11
4655146;1;6;1;70;1;36;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;58; ; ;1;2;06; ;11;2746,4633856099;11
4655151;1;3;1;70;1;6;48;1; ;2;6;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;1000000;2; ;98;98;95;1;1;06;9500;11;2977,35847535848;11
4655158;1;3;1;70;1;8;48;4; ;2;150;4; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;21;41;52;1;1;06;5233;11;2698,96701734193;11
4655158;1;4;1;70;1;4;30;4; ;2;1;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;1;200000;2500000;2; ;13;16;91;1;1;06;9112;11;2698,96701734193;11
4655163;1;3;1;70;1;16;48;1; ;2;16;1; ;8;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;781242;1;1;38;39;74;1;2;06;7411;11;2977,35847535848;11
4655164;1;1;1;70;1;20;48;1; ;2;48;1; ;9;2;4; ; ;1; ; ; ; ; ; ; ; ;2; ;750000;1;2;53;55;74;1;2;06;7493;11;2580,1242075542;11
4655167;1;3;1;70;1;4;48;1; ;2;10;1; ;7;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;45;44;72;1;1;06;7220;11;2466,26089573393;11
4655170;1;3;1;70;1;20;48;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;95;58;70;1;2;06;7020;11;2466,26089573393;11
4655171;1;2;1;70;1;3;48;1; ;2;144;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;79;18;1;1;06;1810;11;3758,76743064127;11
4655178;1;2;1;70;1;1;40;1; ;2;250;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;54;85;1;1;06;8532;11;2460,7539214933;11
4655182;1;1;1;70;1;6;48;1; ;2;6;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;58;58;74;1;1;06;7492;11;2946,13652249722;11
4655186;1;1;1;70;1;12;48;1; ;2;12;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;45;45;50;1;1;06;5040;11;2992,49573851266;11
4655186;1;2;1;70;1;8;48;1; ;2;8;1; ;8;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;02;21;74;1;1;06;7421;11;2992,49573851266;11
4655190;1;1;1;70;1;2;48;1; ;2;2;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;1;900000;781242;2; ;95;95;70;1;1;06;7020;11;2308,66909805543;11
4655192;1;2;1;70;1;48;48;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;870000; ; ;54; ; ;1;2;06; ;11;2900,18918520602;11
4655204;1;3;1;70;1;104;48;1; ;2;104;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;03;03;52;1;2;06;5243;11;2350,62554998464;11
4655204;1;5;1;70;1;52;48;1; ;2;8;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;79;18;1;2;06;1810;11;2350,62554998464;11
4655206;1;5;1;70;1;48;48;1; ;2;7;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;39;85;1;2;06;8512;11;2279,04261593379;11
4655207;1;3;1;70;1;24;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;95;95;45;1;2;06;4521;11;2799,85347429833;11
4655213;1;1;1;70;1;180;48;1; ;2;180;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;4500000;2; ;39;39;80;1;2;06;8050;11;2676,16570117246;11
4655213;1;3;1;70;1;3;48;1; ;2;7;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;800000;781242;2; ;39;39;91;1;1;06;9192;11;2676,16570117246;11
4655226;1;1;1;70;1;40;48;4; ;2;40;4; ;6;2;7; ; ; ; ; ; ; ;1; ; ; ;2; ;800000;2; ;80;80;19;1;2;06;1929;11;2467,88109880221;11
4655229;1;5;1;70;1;4;48;1; ;2;4;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;53;55;1;1;06;5521;11;2667,05832124952;11
4655231;1;1;1;70;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;74;1;1;06;7491;11;2712,91936060301;11
4655241;1;4;1;70;1;5;48;1; ;2;5;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;39;39;64;1;1;06;6421;11;2286,00231651527;11
4655248;1;1;1;70;1;120;50;4; ;2;210;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;45;41;52;1;2;06;5231;11;2928,46567491149;11
4655248;1;2;1;70;1;7;48;1; ;2;7;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500009;2; ;19;19;31;1;1;06;3130;11;2928,46567491149;11
4655249;1;1;1;70;1;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;84;84;50;1;1;06;5020;11;2497,15167960964;11
4655249;1;4;1;70;1;4;48;1; ;2;4;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;03;03;52;1;1;06;5272;11;2497,15167960964;11
4655258;1;3;1;70;1;144;48;1; ;2;144;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;15;17;80;1;2;06;8050;11;2466,26089573393;11
4655260;1;4;1;70;1;48;48;1; ;2;700;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;90;25;1;2;06;2529;11;3267,15831204987;11
4655267;1;2;1;70;1;4;48;1; ;2;8;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;70;1;1;06;7010;11;2753,42308619138;11
4655270;1;1;1;70;1;76;48;1; ;2;76;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;39;85;1;2;06;8512;11;2882,36736700401;11
4655274;1;4;1;70;1;8;48;4; ;2;8;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;84;45;52;1;1;06;5241;11;3092,27217244253;11
4655275;1;1;1;70;1;3;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;370000;781242;2; ;39;39;60;1;1;06;6041;11;3009,32346561271;11
4655278;1;1;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;1;06; ;11;2428,03938411633;11
4655281;1;1;1;70;1;24;16;4; ;2;550;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;53;55;1;2;06;5521;11;3038,59404642014;11
4655282;1;3;1;70;1;104;20;4; ;2;125;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;13;34;73;1;2;06;7310;11;2574,61723331356;11
4655282;1;4;1;70;1;75;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;53; ; ;1;2;06; ;11;2574,61723331356;11
4655290;1;3;1;70;1;24;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;50;50;55;1;2;06;5521;11;2896,55697881908;11
4655302;1;1;1;70;1;13;48;1; ;2;13;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;70;1;1;06;7010;11;2875,86630166141;11
4655305;1;1;1;70;1;52;48;4; ;2;58;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;1;500000;800000;2; ;41;45;52;1;2;06;5235;11;2704,33945695325;11
4655306;1;3;1;70;1;6;48;1; ;2;6;4; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;12;30;75;1;1;06;7512;11;2484,08271393595;11
4655315;1;3;1;70;1;24;48;1; ;2;48;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;18;80;19;1;2;06;1931;11;2492,3067162715;11
4655318;1;4;1;70;1;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;45;45;18;1;2;06;1810;11;2566,20480639124;11
4655326;1;2;1;70;1;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;15;1;1;06;1511;11;2811,24306819204;11
4655329;1;1;1;70;1;52;48;1; ;2;52;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;1;500000;1500000;2; ;81;81;36;1;2;06;3611;11;3074,52519147094;11
4655339;1;2;1;70;1;36;40;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;33;33;85;1;2;06;8512;11;2968,30738959737;11
4655341;1;4;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;97; ; ;1;1;06; ;11;2188,94291068032;11
4655343;1;6;1;70;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;230000;781242;2; ;39;83;28;1;1;06;2811;11;3648,90926978474;11
4655344;1;1;1;70;1;4;48;3; ;2;6;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;79;18;1;1;06;1810;11;2722,16127515526;11
4655409;1;4;1;70;1;20;48;1; ;2;20;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;55;1;2;06;5521;13;297,033367944521;13
4655414;1;1;1;70;1;12;48;1; ;2;14;1; ;5;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;800000;2; ;33;33;52;1;1;06;5211;13;460,810216107225;13
4655434;1;5;1;70;1;26;48;1; ;2;26;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;53;53;55;1;2;06;5521;13;422,913861795556;13
4655434;1;7;1;70;1;26;48;1; ;2;26;1; ;7;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;98;98;60;1;2;06;6041;13;422,913861795556;13
4655436;1;8;1;70;1;24;40;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;06;5234;13;455,902790963679;13
4655455;1;1;1;70;1;52;48;1; ;2;52;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;33;33;85;1;2;06;8511;13;448,561358442486;13
4655468;1;3;1;70;1;12;48;1; ;2;15;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;1;06;5234;13;430,821250495858;13
4655474;1;3;1;70;1;16;48;1; ;2;15;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;98;2; ;44;38;64;1;2;06;6421;13;538,017572039863;13
4655479;1;1;1;70;1;24;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;2;06;4521;13;511,62169351528;13
4655500;1;1;1;70;1;2;48;1; ;2;2;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;95;95;45;1;1;06;4530;13;489,9283644339;13
4655525;1;1;1;70;1;8;48;3; ;2;104;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;1;06;9500;13;439,116887025845;13
4655528;1;3;1;70;1;28;40;1; ;2;28;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;85;85;28;1;2;06;2812;13;424,340775523247;13
4655528;1;6;1;70;1;2;40;1; ;2;2;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;1;98;1000000;2; ;33;33;74;1;1;06;7491;13;424,340775523247;13
4655531;1;2;1;70;1;20;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;39; ; ;1;2;06; ;13;468,765411025137;13
4655538;1;5;1;70;1;20;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;45;45;52;1;2;06;5233;13;433,762239527355;13
4655545;1;2;1;70;1;20;48;1; ;2;20;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;03;03;45;1;2;06;4542;13;497,473930296949;13
4655545;1;3;1;70;1;24;48;1; ;2;24;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;19;19;27;1;2;06;2710;13;497,473930296949;13
4655552;1;1;1;70;1;25;48;1; ;2;25;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;13;13;80;1;2;06;8042;13;438,269819512175;13
4655557;1;6;1;70;1;24;48;1; ;2;24;4; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;59;59;85;1;2;06;8511;13;539,907360215833;13
4655564;1;1;1;70;1;8;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;33;33;52;1;1;06;5235;13;660,199577604128;13
4655573;1;7;1;70;1;24;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;19; ; ;1;2;06; ;15;98,0675061110574;15
4655574;1;2;1;70;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;250000;781242;2; ;87;95;45;1;1;06;4521;15;134,106085248182;15
4655575;1;1;1;70;1;52;48;4; ;2;156;2; ;9;2;1; ; ; ; ; ; ; ; ;1;PENSION; ;2; ;1500000;3; ;51;58;75;1;2;06;7524;15;85,2043014743806;15
